Sensor,Monitoring: Y,Monitoring: M,Monitoring: W,Monitoring: D,Uptime: Y,Uptime: M,Uptime: W,Uptime: D,Integration Monitoring: Y,Integration Monitoring: M,Integration Monitoring: W,Integration Monitoring: D,Integration Uptime: Y,Integration Uptime: M,Integration Uptime: W,Integration Uptime: D
aco_dsn_ft_601_outer,91.7278961278,90.3967767931,90.99144,90.833115,95.3648911655,99.6459067824,99.3534357251,99.998842606,92.8114618056,90.3703702069,90.9610942857,90.81164,99.3968603424,99.9999600894,99.9998346564,99.998842606
aco_dsn_ft_602_inner,91.7477249444,90.4157848276,91.011162,90.970924,95.3622135846,99.6478864023,99.3518628706,99.998842606,92.8275942444,90.4051547931,91.0011785714,90.81161,99.3966674513,99.9999600894,99.9998346564,99.998842606
aco_dsn_ft_602_outer,91.7652498528,90.4206510345,91.0310057143,90.83254,95.3656414308,99.6462107478,99.3492107321,99.998842606,92.8328793444,90.4154389655,91.0379214286,90.90642,99.3967139681,99.9999600894,99.9998346564,99.998842606
aco_dsn_ft_621_inner,91.7767432528,90.482976931,91.1303187143,91.110756,95.3668284671,99.6471629888,99.353535725,99.998842606,92.8520377361,90.4469861034,91.0824855714,91.091675,99.3969332921,99.9999600894,99.9998346564,99.998842606
aco_dsn_ft_621_outer,91.7869181139,90.468631,91.0707842857,91.110405,93.2231619498,99.6462853685,99.3493814461,99.998842606,92.8439025889,90.4343953448,91.0301,91.048065,99.3969983647,99.9999600894,99.9998346564,99.998842606
aco_dsn_ft_622_inner,91.7712246722,90.4975467931,91.1301384286,90.97119,95.366560347,99.647334575,99.3517578708,99.998842606,92.8376814,90.4344821379,91.0697878571,91.048065,99.3972671943,99.9999600894,99.9998346564,99.998842606
aco_dsn_ft_622_outer,91.7796809917,90.5165114483,91.1104098571,91.110855,95.3651898973,99.6474662301,99.3517342994,99.998842606,92.8422314667,90.4637247931,91.0443785714,91.23207,99.3968485631,99.9999600894,99.9998346564,99.998842606
aco_dsn_ft_641_inner,91.7800247722,90.5021100345,91.0509314286,91.11064,95.3662190453,99.6471440233,99.348075734,99.998842606,92.8536468167,90.4565328966,91.0143428571,90.95775,99.3972840491,99.9999600894,99.9998346564,99.998842606
aco_dsn_ft_641_outer,90.9637221806,90.5117881034,91.090328,91.10989,95.3424298216,99.6465186443,99.3482071624,99.998842606,92.8660467917,90.4567517241,91.0079878571,91.06656,99.999996767,99.9999600894,99.9998346564,99.998842606
aco_dsn_ft_642_inner,91.8060037,90.506822931,91.0707142857,90.97173,95.3670543889,99.6464171271,99.3478857343,99.998842606,92.8653827167,90.4958158966,91.0782321429,91.09717,99.3970246273,99.9999600894,99.9998346564,99.998842606
aco_dsn_ft_642_outer,91.8098088278,90.5307153103,91.1301785714,91.109764,95.363906713,99.6466747132,99.3514600141,99.998842606,92.8838663611,90.4919093448,91.073172,91.08551,99.999996767,99.9999600894,99.9998346564,99.998842606
aco_dsn_psa_server_system_health,64.87615725,64.87615725,74.1441797143,94.81134,99.9998070991,99.9998070991,99.9998070991,99.998842606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aco_dsn_server_frothsensor,91.1485498722,90.0982194483,90.7311507143,90.78588,99.999996767,99.9999600894,99.9998346564,99.998842606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aco_gdn_cvpsa_001,90.5663194194,92.0479644138,94.2082692857,95.40458,97.1097992236,99.413423427,99.9998346564,99.998842606,91.3108425528,92.0546203103,94.004838,95.38737,98.8745193397,99.9521725223,99.9164912227,99.998842606
aco_gdn_server_system_health,86.7690618139,88.9519071379,89.7273477143,94.10648,99.8996170496,99.9999600894,99.9998346564,99.998842606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aco_ghd_cvpsa_001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aco_grs_primary_ft_001_inner,90.6810439917,92.0649616552,94.2210737143,95.41501,94.4011292084,79.2225158991,99.9892326739,99.998842606,91.302320825,92.0510544828,94.140045,95.243095,98.7436517259,95.098220425,99.9998346564,99.998842606
aco_grs_primary_ft_001_outer,90.3283094222,92.0089791724,94.0021742857,95.41519,84.9097334048,82.4724327054,99.9978923739,99.998842606,91.5198033722,91.7914900345,93.2217527143,95.35515,97.7389952318,91.3752925661,99.9998346564,99.998842606
aco_grs_primary_ft_002_inner,91.3663848389,92.1530433103,94.6570735714,95.274635,95.9942395237,83.3818079632,99.9998346564,99.998842606,91.7962823111,92.0271101034,94.2748074286,95.21913,98.513218907,91.3652080873,99.9998346564,99.998842606
aco_grs_primary_ft_002_outer,91.4967717361,92.1542851034,94.4999711429,95.41522,95.5889548374,88.2249537544,99.9998346564,99.998842606,91.777469225,91.9744647241,94.026778,95.35802,98.4700785555,91.2291977968,99.9998346564,99.998842606
aco_grs_primary_ft_003_inner,91.4544773417,91.8528185172,93.3071564286,95.41097,99.9550994905,99.9898721624,99.9998346564,99.998842606,91.8728637778,92.0606802414,94.3343305714,95.35802,98.9753069508,91.7212279452,99.9998346564,99.998842606
aco_grs_primary_ft_003_outer,91.4727417806,92.1509767241,94.4773857143,95.2754,99.9507783814,99.9923056097,99.9998346564,99.998842606,91.8022773333,91.8395426552,93.3364675714,95.3612,99.1776518603,92.5659550219,99.9998346564,99.998842606
aco_grs_primary_ft_004_inner,91.4793493028,91.492220069,94.0412265714,95.416046,95.9262081365,82.7406640812,99.9998346564,99.998842606,91.8582247222,91.9852183103,94.1703465714,95.361885,99.3612676498,99.9497229026,99.9998346564,99.998842606
aco_grs_primary_ft_004_outer,86.4763161669,63.4235130552,94.0998971429,95.27264,63.9387746478,99.9884363831,99.9998346564,99.998842606,91.887949125,92.0186705517,94.1336422857,95.40529,99.951092401,99.7915027588,99.9998346564,99.998842606
aco_grs_secondary_ft_001_inner,91.5489601667,92.0718234483,94.2600121429,95.41296,95.9571245781,81.4466686666,99.999547514,99.998842606,91.8684373278,92.1669233103,94.4956474286,95.24163,98.4111154397,91.249932823,99.9998346564,99.998842606
aco_grs_secondary_ft_001_outer,91.5346020694,92.185249,94.580194,95.27768,96.8281920401,79.6676706179,99.9979060881,99.998842606,91.8342017361,91.8658465517,93.462085,95.36759,98.4462172565,91.3892326639,99.9998346564,99.998842606
aco_grs_secondary_ft_002_inner,91.5583308833,92.1331683448,94.4010142857,95.414955,96.8047683854,83.2569366337,99.997735517,99.998842606,91.8384432333,91.7803641034,94.0266228571,95.35795,98.4740505749,91.3904145945,99.9998346564,99.998842606
aco_grs_secondary_ft_002_outer,91.4918918444,91.9123621379,93.3873827143,95.275314,96.5083290336,77.279830502,99.9998346564,99.998842606,91.8334675083,92.1467045172,94.6019505714,95.35734,98.8626924111,95.4486467335,99.9998346564,99.998842606
aco_grs_secondary_ft_003_inner,91.4541138583,92.0115023103,93.7145565714,95.26785,74.1009300206,0.0,0.0,0.0,91.8575067361,92.1544943793,94.6708031429,95.245964,99.8928213217,99.9999600894,99.9998346564,99.998842606
aco_grs_secondary_ft_003_outer,91.5540260944,92.1744954483,94.477005,95.27264,97.5490005041,89.8751208889,99.9948603789,99.998842606,91.8583871472,92.164782069,94.5175255714,95.361755,99.3548093419,92.5151536629,99.9998346564,99.998842606
aco_grs_secondary_ft_004_inner,91.5574766111,92.2935697241,94.5963064286,95.41187,96.8020392202,82.963339544,99.9998346564,99.998842606,91.9116817528,92.1144412069,94.3387012857,95.36104,98.7135264551,91.408201415,99.9998346564,99.998842606
aco_grs_secondary_ft_004_outer,90.9237590972,92.3132928276,94.7362692857,95.412964,90.4054468388,88.609593394,99.994024666,99.998842606,91.2204489278,92.1132562414,94.2423614286,95.3746,99.3884098977,99.9999600894,99.9998346564,99.998842606
aco_grs_server_froth,88.1682388306,88.6772032414,90.1569121429,94.30093,99.999996758,99.9999600894,99.9998346564,99.998842606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aco_mor_008_cvpsa_001,88.4318024855,94.5167472069,95.1848307143,95.268295,99.9388091594,99.980814235,99.9998346564,99.998842606,91.0344904186,94.6390024138,95.2085171429,95.26991,48.750315524,59.6197633778,77.4339562534,99.998842606
aco_mor_crusher_cvpsa_001,89.9650302326,94.0038567241,95.1901562857,95.39583,99.9965781813,99.9844683715,99.9998346564,99.998842606,91.1377412326,94.7292346207,95.2695787143,95.41029,5.03323170737,13.0836551541,16.0769796605,7.28057773405
aco_mor_ft_301_primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aco_mor_ft_302_primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aco_mor_ft_303_primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aco_mor_ft_304_primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aco_mor_ft_305_primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aco_mor_ft_306_primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aco_mor_ft_341_secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aco_mor_ft_342_secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aco_mor_primary_ft_301,92.2044894528,94.4571477586,95.1583264286,95.277336,95.5118899585,99.9665551027,99.9541375891,99.9594630618,94.3472995222,94.6603515172,95.206879,95.377945,99.999996767,99.9999600894,99.9998346564,99.998842606
aco_mor_primary_ft_302,93.1650036111,94.7062731034,95.1976235714,95.4157,95.5536309024,99.9772135468,99.9998346564,99.998842606,94.4425760944,94.6933855862,95.2412168571,95.20916,99.999996767,99.9999600894,99.9998346564,99.998842606
aco_mor_primary_ft_303,93.2548084389,94.725145069,95.3167065714,95.41619,95.5664176483,99.9701494117,99.9689039932,99.8817789609,94.4463409222,94.6828623793,95.2039664286,95.212105,99.999996767,99.9999600894,99.9998346564,99.998842606
aco_mor_primary_ft_304,93.2019086306,94.7350743103,95.2969428571,95.41605,95.536738858,99.9689273432,99.9738554136,99.9365233273,94.4479238306,94.6990304483,95.2563457143,95.38463,99.999996767,99.9999600894,99.9998346564,99.998842606
aco_mor_primary_ft_305,93.5410586611,94.7636983793,95.3366714286,95.415344,95.3852241939,99.9746413409,99.9998346564,99.998842606,94.4558372278,94.7142332759,95.2760222857,95.35368,99.999996767,99.9999600894,99.9998346564,99.998842606
aco_mor_primary_ft_306,93.2584602,94.7346178276,95.2571857143,95.27719,95.5669405696,99.9660894133,99.9773295507,99.8994437564,94.5110195639,94.7523516207,95.3143594286,95.491516,99.999996767,99.9999600894,99.9998346564,99.998842606
aco_mor_psa_server_system_health,64.887009375,64.887009375,74.1565821429,95.07176,99.9998070991,99.9998070991,99.9998070991,99.998842606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aco_mor_secondary_ft_341,93.2854266267,94.7644501379,95.3368144286,95.555176,95.5302844586,99.9702311702,99.9822739711,99.998842606,94.5230354763,94.7101635862,95.2375371429,95.38593,99.999996758,99.9999600894,99.9998346564,99.998842606
aco_mor_secondary_ft_342,93.3102318078,94.7833786897,95.3166814286,95.55433,95.5102621831,99.9659909306,99.9882852469,99.9591730651,94.5632256936,94.7157287586,95.2577884286,95.385895,99.999996758,99.9999600894,99.9998346564,99.998842606
aco_mor_server_frothsensor,85.3323304791,94.3941964138,95.0491065714,95.38773,95.7632643516,94.221015051,99.9998346564,99.998842606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aco_zib_test_001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_abmr_000_ft_002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_abmr_000_ft_004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_abmr_000_ft_006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_abmr_000_ft_008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_abmr_000_ft_010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_abmr_000_ft_012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_abmr_000_ft_014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_abmr_000_ft_016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_abmr_feed1_lynxx_001,48.0755635265,92.2152152759,94.5220964286,95.415405,89.1466383748,91.7439453844,92.543127557,94.5070161688,77.3038020056,92.1302536552,94.4909908571,95.35163,57.7726081367,99.9898934038,99.9998346564,99.998842606
ang_abmr_server_aisabmrfrs01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_abmr_server_aisabmrlynx01,68.4767421281,89.2313218966,90.1926242857,93.45023,99.0907892423,99.9999600894,99.9998346564,99.998842606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_abmr_server_aisabmrlynx03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_bao_crushfeed_lynxx_001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_bao_crushprod_lynxx_001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_bao_server_001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_bos_server,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_cel_ft_test_001,51.0139219972,0.0,0.0,0.0,99.9999940949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_cel_ft_test_002,58.0493305237,0.0,0.0,0.0,99.9999947865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_cel_ft_test_003,51.0166496128,0.0,0.0,0.0,99.9999940949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_cel_ft_test_004,58.0519676741,0.0,0.0,0.0,99.9999947865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_cel_ft_test_005,40.0101430641,0.0,0.0,0.0,99.9999925329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_cel_ft_test_006,58.0545340056,0.0,0.0,0.0,99.9999947865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_cel_ft_test_007,51.0215756741,0.0,0.0,0.0,99.9999940949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_cel_ft_test_008,51.0228781114,0.0,0.0,0.0,99.9999940949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_cel_ft_test_009,58.0584864206,0.0,0.0,0.0,99.9999947865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_cel_ft_test_010,51.0254381114,0.0,0.0,0.0,99.9999940949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_gdn_server_system_health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_ghd_server_system_health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_kol_pocket_cvpsa_001,79.613853611,94.8963076897,95.359387,95.541595,57.8077501622,40.1902122681,99.9868248207,99.998842606,83.3504220192,94.8950879655,95.3610957143,95.38624,46.6523199114,84.96831333,75.7117208153,99.998842606
ang_kol_server_truck,82.4049759936,94.6251996897,95.1818787143,95.270836,98.3465161242,99.9999600894,99.9998346564,99.998842606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_kol_truck_001_average,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_kol_truck_001_detailed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_kol_truck_001_stats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_kol_truck_002_average,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_kol_truck_002_detailed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_kol_truck_002_stats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_kol_truck_stats_001,82.537706312,94.9072478621,95.3713048571,95.54682,68.0760873977,93.910951623,99.7510767819,99.706891985,41.6405935313,94.874052069,95.346325,95.52667,99.1055299158,99.9999600894,99.9998346564,99.998842606
ang_kol_truck_stats_002,84.6266098145,94.9017217931,95.3701221429,95.40642,89.6633443498,93.2744854288,98.5645470295,98.126124281,41.7242108053,94.839120931,95.3741481429,95.394325,89.2417020486,87.8529025926,51.902823039,99.998842606
ang_kol_truckfod_001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_kol_truckfod_002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_mgn_102_ba_002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_mgn_440_ft_001_events_domains,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_mgn_440_ft_001_events,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_mgn_440_ft_001_inner_events_domains,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_mgn_440_ft_001_inner_events,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_mgn_440_ft_001_inner,90.8404747737,92.4292495517,94.7967264286,94.71073,92.8750401132,99.9886594043,99.9841875394,99.998842606,91.2258287877,92.2431598276,94.1938114286,94.33219,96.7726132202,67.5001868534,99.9998346564,99.998842606
ang_mgn_440_ft_001,90.696277243,92.3403980345,94.1583342857,94.713005,96.9796425863,99.9777457535,99.9410033251,99.998842606,91.0351569609,92.0764607241,93.5902158571,94.61034,92.8149978089,99.9999600894,99.9998346564,99.998842606
ang_mgn_440_ft_002_events_domains,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_mgn_440_ft_002_events,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_mgn_440_ft_002_inner_events_domains,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_mgn_440_ft_002_inner_events,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_mgn_440_ft_002_inner,90.9475045251,92.1478344138,93.7199192857,94.71138,95.1786247893,99.9883080251,99.9918175268,99.998842606,91.3723386508,92.2059222069,94.2749114286,94.60999,96.7727853304,67.5022877836,99.9998346564,99.998842606
ang_mgn_440_ft_002,90.9389296229,92.3849022414,94.3588391429,94.70942,98.42581333,99.9903559553,99.9854018231,99.998842606,91.2820623408,92.277140069,94.0375408571,94.610756,92.8963249996,99.9999600894,99.9998346564,99.998842606
ang_mgn_440_ft_003_events_domains,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_mgn_440_ft_003_events,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_mgn_440_ft_003,91.0135558296,92.28379,94.1198557143,94.7135,98.4149946382,99.9902388519,99.9856538227,99.998842606,91.3065827654,92.3246514138,94.2757308571,94.61034,92.9021002651,99.9999600894,99.9998346564,99.998842606
ang_mgn_440_ft_004_events_domains,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_mgn_440_ft_004_events,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang_mgn_440_ft_004,91.0376230475,92.4376983448,94.5986785714,94.71207,76.7659283802,99.9861143708,99.9919675265,99.998842606,91.3127353156,92.3218739655,94.2643887143,94.611626,96.7951451799,99.9520341085,99.8012844132,99.998842606
ang_mgn_440_ft_005_events_domains,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
